2017-03-01T23:19:27.166Z,,DH8D,MEDIUM,,EGPH,,2017-03-01T16:50:00Z,2017-03-01T16:50:00Z,DERIVED,BEE,,EGHI,,,2017-03-01T15:40:00Z,2017-03-01T15:40:00Z,7e0c4b54-6b8f-466e-b629-915978425b46,,,DERIVED,BE769,,,,,,,,,,265,,,SCHEDULED
2017-03-01T23:38:13.802Z,GFBJH,E170,MEDIUM,LFPG,,,2017-03-01T12:56:00Z,,RECEIVED,BEE,EGCC,,2017-03-01T11:35:00Z,,,,07fc61a3-e031-437f-b71c-088c1b371e36,RECEIVED,BEE439N,,,,,,,,,,,,,IFR,N0409F330 SANBA N859 HON UL612 WOD UM605 SFD/N0361F250 UM605 BIBAX/N0300F130,PLANNED
2017-03-01T22:00:03.998Z,GECOM,DH8D,MEDIUM,EGJJ,,,2017-02-28T16:33:00Z,,RECEIVED,BEE,EGHI,,2017-02-28T15:40:00Z,,,,babd792d-4580-4569-91f8-7ff422bef1db,RECEIVED,BEE9KR,,,,,,,,,,,,,IFR,N0302F160 DCT SAM Q41 ORTAC,PLANNED
2017-03-01T22:42:35.414Z,,DH8D,MEDIUM,,EGFF,,2017-03-01T18:30:00Z,2017-03-01T18:30:00Z,DERIVED,BEE,,EGLC,,,2017-03-01T17:50:00Z,2017-03-01T17:50:00Z,7c9fc859-88b2-410b-9230-1f8d74789787,,,DERIVED,BE1326,,,,,,,,,,192,,,SCHEDULED
2017-03-01T23:38:03.331Z,,E190,MEDIUM,,EGTE,,2017-03-01T13:00:00Z,2017-03-01T13:00:00Z,DERIVED,BEE,,LEAL,,,2017-03-01T10:50:00Z,2017-03-01T10:50:00Z,8fe99ede-4ea5-4b5c-8cb0-e3df05a9df97,,,DERIVED,BE4322,,,,,,,,,,351,,,SCHEDULED
2017-03-01T20:48:59.176Z,GECOF,DH8D,MEDIUM,EGPF,,,2017-02-28T22:00:00Z,,RECEIVED,BEE,EGHI,,2017-02-28T20:15:00Z,,,,fc0d6747-62b9-48d2-9964-962463731b42,RECEIVED,BEE9VK,,,,,,,,,,,,,IFR,N0254F070 DCT NORRY/N0285F110 Q41 WCO/N0307F160 DCT DTY DCT SAPCO/N0314F240 N57 POL N601 RIBEL,PLANNED
2017-03-01T21:09:54.882Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T22:11:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T21:59:57.945Z,N949BW,,,,,,,,DERIVED,BEE,,,,,,,e58016e6-fa1a-43b3-853e-806472029b12,DERIVED,BEE850,,,1222,3400,229,64.47895,-165.61649,162,2017-03-01T00:29:05Z,ADSB,,,,,AIRBORNE
2017-03-01T23:10:59.509Z,EIREM,,,,,,,,DERIVED,BEE,,,,2016-01-11T15:44:58Z,,,f2aa862e-aedf-4a32-8b16-f0043cd7a2e1,RECEIVED,BEE3VH,,,,,,,,,,,,0,,,AIRBORNE
2017-03-01T22:00:28.734Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T22:54:01Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T23:20:51.883Z,,DH8D,MEDIUM,,EGHI,,2017-03-01T15:45:00Z,2017-03-01T15:45:00Z,DERIVED,BEE,,EGPF,,,2017-03-01T14:35:00Z,2017-03-01T14:35:00Z,5496fe06-73ce-41b4-b092-4421de53af7c,,,DERIVED,BE891,,,,,,,,,,271,,,SCHEDULED
2017-03-01T22:00:12.344Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T16:17:30Z,,DERIVED,BEE,,EGPF,,,2017-03-01T15:47:30Z,,c6c71b33-73d8-4220-8568-6a5e64bc95a5,,,DERIVED,BE131,,,,,,,,,,181,,,SCHEDULED
2017-03-01T22:42:36.763Z,GPRPI,DH8D,MEDIUM,EGAC,,,2017-02-28T10:13:00Z,,RECEIVED,BEE,EGCC,,2017-02-28T09:05:00Z,,,,42b34321-f095-4a87-a397-e52f18847095,RECEIVED,BEE5AD,,,,,,,,,,,,,IFR,N0315F200 ASMIM L975 WAL L10 IOM DCT NELBO DCT MAGEE DCT,PLANNED
2017-03-01T23:38:22.614Z,,DH8D,MEDIUM,,EGTE,,2017-03-01T09:32:30Z,,DERIVED,BEE,,EGJJ,,,2017-03-01T09:02:30Z,,4cefd778-59f5-49a4-a1bc-a9671afa8334,,,DERIVED,BE302,,,,,,,,,,138,,,SCHEDULED
2017-03-01T21:59:19.830Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T19:42:30Z,,DERIVED,BEE,,EGPF,,,2017-03-01T19:12:30Z,,8fb6b1f4-806f-44c2-974b-3bb70b82f82c,,,DERIVED,BE135,,,,,,,,,,181,,,SCHEDULED
2017-03-01T20:52:55.327Z,EIREM,,,,,,,,DERIVED,BEE,EGCC,,,2017-02-28T21:59:39Z,,,ea555753-e5f3-4663-807c-f1de6a11255e,RECEIVED,BEE3PM,,,,,,,,,,,,0,,,AIRBORNE
2017-03-01T20:49:23.887Z,GFBJG,E170,MEDIUM,LFLL,,,2017-02-28T12:16:00Z,,RECEIVED,BEE,EGBB,,2017-02-28T10:40:00Z,,,,bd2ccb6d-76a3-4e86-b8ca-7c7a18b82318,RECEIVED,BEE672J,,,,,,,,,,,,,IFR,N0398F310 ADMEX Y321 EMKUK UL612 WOD/N0416F330 UL612 MID/N0434F350 UL612 OKEKO/N0369F270 UL612 OKIRA/N0335F210 UL612 MOU/N0314F170,PLANNED
2017-03-01T20:49:34.752Z,GFBJJ,E170,MEDIUM,EGBB,,,2017-02-28T22:09:00Z,,RECEIVED,BEE,EGPF,,2017-02-28T21:05:00Z,,,,93205f30-83ba-4935-affe-1d6a933d0a00,RECEIVED,BEE8ZB,,,,,,,,,,,,,IFR,N0349F240 NORBO/N0342F230 T256 DCS/N0367F270 UL612 CROFT/N0324F190,PLANNED
2017-03-01T20:49:28.378Z,GPRPF,DH8D,MEDIUM,EGBB,,,2017-02-28T11:56:00Z,,RECEIVED,BEE,EGJB,,2017-02-28T10:40:00Z,,,,7313326b-103d-4bda-9c00-66104c3cb1e7,RECEIVED,BEE8WB,,,,,,,,,,,,,IFR,N0309F170 ORTAC Q41 WCO/N0303F160 DCT,PLANNED
2017-03-01T21:59:50.948Z,,,,EGCC,,,,,DERIVED,BEE,EGPD,,,,,,2bbc212c-3967-4d32-9281-46d0ef617dff,RECEIVED,BEE1044,,,,,,,,,,,,,,,CANCELLED
2017-03-01T22:22:19.747Z,,DH8D,MEDIUM,,EHAM,,2017-03-01T11:45:00Z,2017-03-01T11:45:00Z,DERIVED,BEE,,EGTE,,,2017-03-01T10:30:00Z,2017-03-01T10:30:00Z,458ca3cf-a6a0-4758-b42b-35099bb5c6fb,,,DERIVED,BE1533,,,,,,,,,,256,,,SCHEDULED
2017-03-01T23:51:20.444Z,GECOA,DH8D,MEDIUM,EGBB,,,2017-03-01T14:48:00Z,,RECEIVED,BEE,EGPE,,2017-03-01T13:10:00Z,,,,8b677a76-40c4-41b9-89d5-1e876694c13b,RECEIVED,BEE7LW,,,,,,,,,,,,,IFR,N0316F220 DCT GUSSI DCT NESDI N560 GOW/N0315F230 L612 CALDA/N0311F170 L612 CROFT,PLANNED
2017-03-01T23:11:23.021Z,,DH8D,MEDIUM,,EGPF,,2017-03-01T07:17:30Z,,DERIVED,BEE,,EGAC,,,2017-03-01T06:47:30Z,,c3aef870-9bcf-4074-8680-b832b01cfa55,,,DERIVED,BE120,,,,,,,,,,121,,,SCHEDULED
2017-03-01T21:59:50.353Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T19:45:50Z,,DERIVED,BEE,,EGPH,,,2017-03-01T19:09:10Z,,a2673b9a-2046-4283-bdca-a3ca9b70268d,,,DERIVED,BE693,,,,,,,,,,192,,,SCHEDULED
2017-03-01T20:48:32.824Z,GPRPD,DH8D,MEDIUM,EGPH,,,2017-02-28T21:38:00Z,,RECEIVED,BEE,EGCC,,2017-02-28T20:30:00Z,,,,1696a32c-1f74-437f-b6a1-b1012e90eaa8,RECEIVED,BEE8DP,,,,,,,,,,,,,IFR,N0314F210 POL/N0314F220 N601 ESKDO,PLANNED
2017-03-01T21:59:42.897Z,GECOM,DH8D,MEDIUM,EGHI,,,2017-02-28T18:06:00Z,,RECEIVED,BEE,EGJJ,,2017-02-28T17:10:00Z,,,,8fe5148e-7a6a-4b9b-958b-eba8c1497406,RECEIVED,BEE4AB,,,,,,,,,,,,,IFR,N0310F170 ORTAC Q41 ASPEN/N0254F070 Q41 THRED,PLANNED
2017-03-01T20:48:30.592Z,GPRPA,DH8D,MEDIUM,,EGTE,,2017-02-28T21:25:00Z,,DERIVED,BEE,,EGCC,,,2017-02-28T20:40:00Z,,3daf4728-24f9-465e-980c-917a0dcfed92,RECEIVED,BEE2DB,,,,,,,,,,,,218,,,PLANNED
2017-03-01T20:48:31.227Z,GPRPA,DH8D,MEDIUM,EGTE,,,2017-02-28T22:51:50Z,,DERIVED,BEE,EGCC,,,2017-02-28T22:06:50Z,,,3daf4728-24f9-465e-980c-917a0dcfed92,RECEIVED,BEE2DB,,,,,,,,,,,,,,,AIRBORNE
2017-03-01T21:58:43.355Z,,DH8D,MEDIUM,,EGFF,,2017-03-01T10:35:00Z,2017-03-01T10:35:00Z,DERIVED,BEE,,EGLC,,,2017-03-01T09:55:00Z,2017-03-01T09:55:00Z,9b247cbb-0858-472f-918f-1074f1559988,,,DERIVED,BE1324,,,,,,,,,,192,,,SCHEDULED
2017-03-01T23:01:30.782Z,,DH8D,MEDIUM,,EGJJ,,2017-03-01T16:17:30Z,,DERIVED,BEE,,EGHI,,,2017-03-01T15:47:30Z,,dfd70a28-37ce-466a-8fd0-bda8ff40f703,,,DERIVED,BE245,,,,,,,,,,219,,,SCHEDULED
2017-03-01T23:10:28.779Z,,E170,MEDIUM,,EGBB,,2017-03-01T09:55:00Z,2017-03-01T09:55:00Z,DERIVED,BEE,,EHAM,,,2017-03-01T08:55:00Z,2017-03-01T08:55:00Z,81962665-7d14-4180-b84d-c635c5bc0467,,,DERIVED,BE102,,,,,,,,,,179,,,SCHEDULED
2017-03-01T22:00:13.251Z,GJECI,DH8D,MEDIUM,EGCC,,,2017-02-28T22:43:00Z,,DERIVED,BEE,EGHI,,,2017-02-28T22:03:00Z,,,9874a3d1-14aa-4989-a1ac-dca49137ef1a,RECEIVED,BEE1MA,,,,,,,,,,,,198,,,COMPLETED
2017-03-01T22:41:26.327Z,,DH8D,MEDIUM,,EGNT,,2017-03-01T19:40:00Z,2017-03-01T19:40:00Z,DERIVED,BEE,,EGTE,,,2017-03-01T18:45:00Z,2017-03-01T18:45:00Z,ccab1636-b99f-4bf6-9684-4c6f97d96371,,,DERIVED,BE707,,,,,,,,,,290,,,SCHEDULED
2017-03-01T22:01:06.006Z,GKKEV,DH8D,MEDIUM,EIDW,,,2017-02-28T08:26:00Z,,RECEIVED,BEE,EGHI,,2017-02-28T06:50:00Z,,,,783b19d0-866b-473d-b904-4e9fdf0f2db5,RECEIVED,BEE5RE,,,,,,,,,,,,,IFR,N0295F130 DCT TABEN/N0299F140 DCT KENET/N0313F240 L9 MALBY/N0314F240 L9 BCN DCT MEDOG DCT LANON L18 ABLIN ABLIN1L,PLANNED
2017-03-01T20:49:48.331Z,GECOB,DH8D,MEDIUM,EGHI,,,2017-02-28T20:00:00Z,,RECEIVED,BEE,EGPH,,2017-02-28T18:25:00Z,,,,42b0d5bb-ab08-4930-89fa-037d1e1c140f,RECEIVED,BEE15KL,,,,,,,,,,,,,IFR,N0320F250 TLA N864 DCS UN864 SUBUK DCT KEPAD UL151 TELBA/N0261F200 L151 PEPUL,PLANNED
2017-03-01T23:26:02.209Z,,E170,MEDIUM,,EGPD,,2017-03-01T20:05:00Z,2017-03-01T20:05:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T19:10:00Z,2017-03-01T19:10:00Z,3dafd0af-bab3-494a-8245-0ec72992bb48,,,DERIVED,BE1045,,,,,,,,,,252,,,SCHEDULED
2017-03-01T21:59:21.624Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-03-01T00:15:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T20:48:57.704Z,GJEDV,DH8D,MEDIUM,EGNX,,,2017-02-28T08:24:00Z,,RECEIVED,BEE,EGAC,,2017-02-28T07:15:00Z,,,,e05259ea-27f0-45ce-8e19-7dcf026eff76,RECEIVED,BEE9EN,,,,,,,,,,,,,IFR,N0316F230 DCT DUFFY L15 AMPIT/N0315F190,PLANNED
2017-03-01T20:49:24.585Z,GFBEG,E190,MEDIUM,EGKK,,,2017-02-28T08:25:00Z,,RECEIVED,BEE,EGHQ,,2017-02-28T07:25:00Z,,,,2a1ef660-3374-4801-9381-faaa670e5b32,RECEIVED,BEE5BP,,,,,,,,,,,,,IFR,N0365F270 DCT DAWLY UL620 GIBSO DCT BILNI,PLANNED
2017-03-01T23:20:34.589Z,GPRPL,DH8D,MEDIUM,EGHI,,,2017-03-01T08:20:00Z,,RECEIVED,BEE,EGPH,,2017-03-01T06:45:00Z,,,,064ef9cb-a908-4dde-939d-780b80a8cab8,RECEIVED,BEE3RL,,,,,,,,,,,,,IFR,N0315F250 TLA N864 DCS UN864 SUBUK DCT KEPAD UL151 TELBA/N0261F200 L151 PEPUL,PLANNED
2017-03-01T22:41:41.726Z,,DH8D,MEDIUM,,EGLC,,2017-03-01T16:35:00Z,2017-03-01T16:35:00Z,DERIVED,BEE,,EGPH,,,2017-03-01T15:05:00Z,2017-03-01T15:05:00Z,00a21192-f750-4066-8411-33ee060d2ade,,,DERIVED,BE1339,,,,,,,,,,196,,,SCHEDULED
2017-03-01T22:41:42.745Z,,DH8D,MEDIUM,,EGPF,,2017-03-01T18:05:00Z,2017-03-01T18:05:00Z,DERIVED,BEE,,EGHI,,,2017-03-01T16:50:00Z,2017-03-01T16:50:00Z,28cdd6e7-9c9e-4705-aabc-e6bd46174698,,,DERIVED,BE892,,,,,,,,,,253,,,SCHEDULED
2017-03-01T21:08:16.148Z,GJECJ,DH8D,MEDIUM,EGPF,,,2017-02-28T18:07:00Z,,RECEIVED,BEE,EGNX,,2017-02-28T16:50:00Z,,,,9d66b759-76c0-4421-a266-4980bfffced3,RECEIVED,BEE8MU,,,,,,,,,,,,,IFR,N0316F240 TNT N57 POL N601 RIBEL,PLANNED
2017-03-01T21:59:31.632Z,,E190,MEDIUM,,EGFF,,2017-03-01T12:45:00Z,2017-03-01T12:45:00Z,DERIVED,BEE,,LFPG,,,2017-03-01T11:45:00Z,2017-03-01T11:45:00Z,cfd9e6b4-42e8-43be-8d55-4d54935e8bae,,,DERIVED,BE4566,,,,,,,,,,268,,,SCHEDULED
2017-03-01T21:59:02.720Z,N949BW,BE20,,,,,,,DERIVED,BEE,PAOM,,,2017-03-01T00:27:40Z,,,e58016e6-fa1a-43b3-853e-806472029b12,DERIVED,BEE850,,,,,,,,,,,,0,,,AIRBORNE
2017-03-01T23:51:08.915Z,GPRPF,DH8D,MEDIUM,EGBB,,,2017-03-01T01:12:00Z,,RECEIVED,BEE,EGPH,,2017-02-28T23:55:00Z,,,,79fc3576-813c-46c4-a495-3822603f5afb,RECEIVED,BEE5HL,,,,,,,,,,,,,IFR,N0319F250 TLA N864 DCS UL612 CROFT/N0288F190,PLANNED
2017-03-01T21:59:14.436Z,GFBJF,E170,MEDIUM,EGCN,,,2017-02-28T14:23:00Z,,RECEIVED,BEE,EHAM,,2017-02-28T13:15:00Z,,,,81e278bd-1662-499c-bbc0-1f3e6073ad2c,RECEIVED,BEE5PU,,,,,,,,,,,,,IFR,N0372F280 BERGI L602 AMGOD UL602 SUPUR UL60 OTBED Y70 VEGUS DCT,PLANNED
2017-03-01T23:20:29.199Z,,DH8D,MEDIUM,,EGPH,,2017-03-01T18:35:00Z,2017-03-01T18:35:00Z,DERIVED,BEE,,EGLC,,,2017-03-01T17:25:00Z,2017-03-01T17:25:00Z,b752b6c9-f417-425d-be86-4a385854a58e,,,DERIVED,BE1340,,,,,,,,,,252,,,SCHEDULED
2017-03-01T21:08:08.694Z,GFBJH,E170,MEDIUM,EGPD,,,2017-02-28T20:08:00Z,,RECEIVED,BEE,EGCC,,2017-02-28T19:00:00Z,,,,20bc2a02-4898-44f0-b7c4-51641c7aece9,RECEIVED,BEE19EP,,,,,,,,,,,,,IFR,N0405F320 POL UN601 TLA DCT GRICE/N0342F230 P600 ASNUD/N0341F230 P600 ADN DCT,PLANNED
2017-03-01T23:20:18.049Z,,DH8D,MEDIUM,,EGCC,,2017-03-01T07:55:00Z,2017-03-01T07:55:00Z,DERIVED,BEE,,EGTE,,,2017-03-01T07:05:00Z,2017-03-01T07:05:00Z,e078dcb7-a791-4b5c-b0dc-24626884d76c,,,DERIVED,BE371,,,,,,,,,,140,,,SCHEDULED
2017-03-01T23:00:17.834Z,,E170,MEDIUM,,EGFF,,2017-03-01T18:20:00Z,2017-03-01T18:20:00Z,DERIVED,BEE,,LIMC,,,2017-03-01T16:35:00Z,2017-03-01T16:35:00Z,6684d6e4-d00c-44e1-ac97-ceccce0b60d7,,,DERIVED,BE4544,,,,,,,,,,339,,,SCHEDULED
2017-03-01T20:47:25.464Z,GFLBB,DH8D,MEDIUM,EGHI,,,2017-02-28T21:32:00Z,,RECEIVED,BEE,EDDL,,2017-02-28T19:40:00Z,,,,f651dbb4-72c0-4eb5-8712-20e3ed5a0dab,RECEIVED,BEE3FH,,,,,,,,,,,,,IFR,N0312F240 SONEB4J SONEB UP64 TENLI UL980 XAMAN L980 TRIPO DCT UMBUR/N0275F160,PLANNED
2017-03-01T22:00:17.301Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T08:15:00Z,2017-03-01T08:15:00Z,DERIVED,BEE,,EGHI,,,2017-03-01T07:10:00Z,2017-03-01T07:10:00Z,8d9347f0-43af-42f8-b51b-f86d22b9f797,,,DERIVED,BE980,,,,,,,,,,194,,,SCHEDULED
2017-03-01T23:25:16.753Z,,E190,MEDIUM,,EGHQ,,2017-03-01T10:25:00Z,2017-03-01T10:25:00Z,DERIVED,BEE,,EGKK,,,2017-03-01T09:35:00Z,2017-03-01T09:35:00Z,37915d8c-8da2-453a-bd3c-130c0775e182,,,DERIVED,BE802,,,,,,,,,,226,,,SCHEDULED
2017-03-01T20:51:45.423Z,GFBEM,E190,MEDIUM,EGFF,,,2017-02-28T12:53:00Z,,RECEIVED,BEE,LFPG,,2017-02-28T11:35:00Z,,,,ead91d03-b095-4278-b232-c3b11baf38df,RECEIVED,BEE4UE,,,,,,,,,,,,,IFR,N0372F280 OPALE/N0390F300 UT421 BIG UL9 CPT/N0306F160,PLANNED
2017-03-01T22:22:08.877Z,,E190,MEDIUM,,EDDT,,2017-03-01T12:10:00Z,2017-03-01T12:10:00Z,DERIVED,BEE,,EGFF,,,2017-03-01T10:30:00Z,2017-03-01T10:30:00Z,faca68ae-c42c-4edc-bd0f-f91d68269860,,,DERIVED,BE4551,,,,,,,,,,371,,,SCHEDULED
2017-03-01T22:41:53.312Z,,DH8D,MEDIUM,,EGPF,,2017-03-01T09:45:00Z,2017-03-01T09:45:00Z,DERIVED,BEE,,EGNX,,,2017-03-01T08:55:00Z,2017-03-01T08:55:00Z,22925bcf-1f33-42bc-8321-544cf2e402d4,,,DERIVED,BE552,,,,,,,,,,256,,,SCHEDULED
2017-03-01T22:29:44.980Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T23:50:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T22:55:57.063Z,,E170,MEDIUM,,EDDS,,2017-03-01T18:20:00Z,2017-03-01T18:20:00Z,DERIVED,BEE,,EGBB,,,2017-03-01T16:50:00Z,2017-03-01T16:50:00Z,fce25042-6fe1-4803-a2c6-a866f011c0d1,,,DERIVED,BE7127,,,,,,,,,,317,,,SCHEDULED
2017-03-01T20:49:05.901Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T22:26:01Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T21:58:29.587Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-03-01T00:14:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T21:59:59.809Z,GJECL,DH8D,MEDIUM,EGHI,,,2017-02-28T22:30:00Z,,DERIVED,BEE,EGCC,,,2017-02-28T21:53:00Z,,,41e247fd-afad-4d88-ace8-7773ef0f76ca,RECEIVED,BEE7FA,,,,,,,,,,,,198,,,COMPLETED
2017-03-01T21:09:49.526Z,GFBEN,E190,MEDIUM,EGFF,,,2017-02-28T23:25:00Z,,DERIVED,BEE,EGPF,,,2017-02-28T22:54:00Z,,,d03cee09-578b-4cc0-86c1-c7cc9e29245e,RECEIVED,BEE4BF,,,,,,,,,,,,327,,,AIRBORNE
2017-03-01T22:00:09.146Z,GECOM,DH8D,MEDIUM,EGHI,,,2017-02-28T10:09:00Z,,RECEIVED,BEE,EIDW,,2017-02-28T08:45:00Z,,,,d95a0d8b-5f90-42f4-a7a9-649261c18a74,RECEIVED,BEE132K,,,,,,,,,,,,,IFR,N0321F250 ABIDO1H PESIT DCT BAKUR/N0317F230 N546 STU L9 KENET,PLANNED
2017-03-01T23:01:06.225Z,,DH8D,MEDIUM,,EGJJ,,2017-03-01T16:22:30Z,,DERIVED,BEE,,EGTE,,,2017-03-01T15:52:30Z,,387ffeb8-a974-4994-98f8-b0b363dba070,,,DERIVED,BE311,,,,,,,,,,207,,,SCHEDULED
2017-03-01T23:21:03.537Z,GFBJK,E170,MEDIUM,EGCC,,,2017-03-01T21:19:00Z,,RECEIVED,BEE,EGAC,,2017-03-01T20:25:00Z,,,,37f49cb2-b9ca-4c26-bc56-313f6c9f0c1e,RECEIVED,BEE6VC,,,,,,,,,,,,,IFR,N0342F230 DCT DUFFY DCT PEPOD L15 MAKUX,PLANNED
2017-03-01T20:55:20.452Z,GKKEV,DH8D,MEDIUM,LFPG,,,2017-02-28T11:45:00Z,,RECEIVED,BEE,EGHI,,2017-02-28T10:30:00Z,,,,142bdf7e-8529-49f8-bc6e-e8319a2c8aa4,RECEIVED,BEE914V,,,,,,,,,,,,,IFR,N0310F190 DCT SAM Y8 WAFFU M605 BIBAX/N0295F150,PLANNED
2017-03-01T22:00:06.118Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T07:50:00Z,2017-03-01T07:50:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T07:10:00Z,2017-03-01T07:10:00Z,9b8b36d3-d50c-46f4-88f5-f80b108e74a5,,,DERIVED,BE470,,,,,,,,,,148,,,SCHEDULED
2017-03-01T20:47:59.610Z,GFBJF,E170,MEDIUM,LEAL,,,2017-02-28T10:29:00Z,,RECEIVED,BEE,EGCN,,2017-02-28T07:45:00Z,,,,56a8dccf-526d-48d1-8e3c-9a7bc369f253,RECEIVED,BEE41DK,,,,,,,,,,,,,IFR,N0454F370 UPTON L975 BARTN UL612 HON UN859 BALAN UL152 MAKOX UN860 SAURA/N0417F310 UN860 VLC/N0327F180,PLANNED
2017-03-01T23:48:15.517Z,,DH8D,MEDIUM,,EGPD,,2017-03-01T17:15:00Z,2017-03-01T17:15:00Z,DERIVED,BEE,,EGBB,,,2017-03-01T16:10:00Z,2017-03-01T16:10:00Z,1a66d5a2-5163-463b-aae6-e69d455b6981,,,DERIVED,BE326,,,,,,,,,,264,,,SCHEDULED
2017-03-01T22:42:08.086Z,,DH8D,MEDIUM,,EGLC,,2017-03-01T09:20:09Z,2017-03-01T09:20:09Z,DERIVED,BEE,,EGPH,,,2017-03-01T07:20:00Z,2017-03-01T07:20:00Z,33a049eb-d3ff-4ed8-b304-8ba48a133aad,,,DERIVED,BE1331,,,,,,,,,,160,,,SCHEDULED
